FILENAME;ID;START_POS;IS_HEX;TEXT_ORIGINAL;TEXT_LITERAL_ENGLISH;TEXT_CONVERTED_ENGLISH;LINE_WIDTH
OPEN_END.MES;11;0x3D0;N;町を上空から見た所。町は、大きな林檎のような形をしている。町の回りは高い壁があり、その外側は真っ暗。町の東の壁の側には森がありその側に誘惑の泉がある。町の北には長老がいる大きな建物がある。町の中には競技場のようなところも見える。;A view of the town from above. The town is shaped like a big apple. There are high walls around the town and the outside is pitch black. There is a forest on the eastern wall of the town and a spring of temptation on that side. To the north of the town is a large building with an elder. You can see a place like a stadium in the town.;;99
OPEN_END.MES;12;0x4B4;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;13;0x51A;N;誘惑の泉の風景。森の中に静かに泉が沸いている。出来れば横スクロール。;Temptation fountain landscape. The fountain is quietly boiling in the forest. Horizontal scroll if possible.;;99
OPEN_END.MES;14;0x55E;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;15;0x5C4;N;泉にはいって水浴びをするミリア。向こうからこっちに振り向く。ジョージ：おいおい、あんまり無茶するなよ。ミリア：ねえ、ジョージもはいんなよ。とっても気持ちいいよ。しばらくして、ミリアの向こうの森でキラキラ光る光に気がつく。ジョージ：あれ、あの光りは・・・ミリア：ねぇ、いってみましょうよ。;Milia goes to the spring and bathes. Turn around from here. George: Hey, don't go too far. Milia: Hey, George doesn't need it either. It feels very good. After a while, I notice the glittering light in the forest over Milia. George: Uh, that light... Milia: Hey, let's go.;;99
OPEN_END.MES;16;0x6E2;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;17;0x748;N;森の中、土に半分埋まったステロイドを発見。ステロイドの頭には、水晶のような玉がはまっている。;I found a steroid half-buried in the soil in the forest. A crystal-like ball is stuck in the head of the steroid.;;99
OPEN_END.MES;18;0x7A4;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;19;0x80A;N;森の中にテントを張りステロイドの修理を始めるジョージとミリア。ほぼ、ステロイドの修理を終えテントの中で食事を取るジョージとミリア。ランプの明りの中に浮かぶミリアの顔は心配そうな顔。ジョージ：よーし、これでステロイドの修理もほとんど終ったな。　　　　　明日になったら町で遠隔操作ユニットを買ってくれば完成だ。ミリア：・・・・・・。ジョージ：んっ、どうしたんだ？元気がないぞ。ミリア：最近、いつも誰かに監視されているような気がしてならないのよ。　　　　たぶん、気のせいだと思うけど・・・。;George and Milia set up a tent in the woods and start repairing steroids. George and Milia are almost finished repairing steroids and eating in the tent. The face of Milia floating in the light of the lamp is a worrying face. George: Alright, that's almost all the steroid repairs are done. It will be completed if you buy a remote control unit in town tomorrow. Milia: ..... George: What happened? I'm not well. Milia: I don't feel like I'm always being watched by someone these days. I think it's probably because I feel like...;;99
OPEN_END.MES;20;0x9EE;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;21;0xA54;N;突然、ステロイドの襲撃を受ける。薄れていく意識の中でステロイドにさらわれるミリアの姿が見える。ジョージ：ミリア・・・;Suddenly, a steroid attack is received. In the consciousness of fading, you can see the appearance of Milia, who is exposed to steroids. George: Milia...;;99
OPEN_END.MES;22;0xAC8;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;23;0xB0C;N;気がつくジョージ。ルピアのアップ。ジョージ：ここは・・・;George notices. Rupiah up. George: Here...;;99
OPEN_END.MES;24;0xB44;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 C5 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 CD 86 A5 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;25;0xB9A;N;夕日に染まる平野を高台から見渡す男。平和な風景。晴れ上がった空、畑で楽しそうに種蒔をしている女達。その昔・・・そう、気の遠くなるような昔。人々は争いなど知らずにいたころ。世の中は、戦乱に乱れた。そして・・・それを統一した男がいた。;A man looks out over a plain from the hills in the setting sun. Peaceful landscape. The clear skies and women happily planting seeds in the field. Long ago...yes, a long ago. When people didn't know the fight. The world was disturbed by war. And... there was a man who unified it.;;99
OPEN_END.MES;26;0xC80;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;27;0xCE6;N;男のアップ。;Man's up.;;99
OPEN_END.MES;28;0xCF2;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;29;0xD58;N;バイブル。;Bible.;;99
OPEN_END.MES;30;0xD62;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;31;0xDC8;N;どこかの部屋に吊されている女の子４人最後のルピアの回想;Recollection of the last four Rupiah girls hanging in some room;;99
OPEN_END.MES;32;0xDFE;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;33;0xE64;N;長老を倒し、ミリアの監禁されている部屋に走っていく主人公の後ろ姿。ここで、ルピアはジョージに別れを告げます。ここから先はミリアの独り言。;The back view of the hero who defeats the elder and runs into the room where Milia is confined. Here, Rupia says goodbye to George. From here onward is Milia's soliloquy.;;99
OPEN_END.MES;34;0xEEC;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 D5 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 C5 86 A3 86 A3 86 A3 86 A3 86 DD 86 A3 86 A3 86 A3 86 A3 86 CD 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;35;0xF4A;N;古代神のたたかい;The Battle of Ancient God;;99
OPEN_END.MES;36;0xF5A;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;37;0xFC0;N;オープニングの水色の髪の毛の少女が倒れているカットそして、戦いに破れたわたしは地上に落ち・・・ある男に托したの。;The girl with the light blue hair at the opening cuts down, and then, in a battle, I fell to the ground... and I was hired by a man.;;99
OPEN_END.MES;38;0x1030;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;39;0x1096;N;ルピアのアップ;Rupiah up;;99
OPEN_END.MES;40;0x10A4;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;41;0x110A;N;水色の髪の毛の少女がオーバーラップ。かなしそうな顔。でも、それが間違いの始まりだった。その男こそが悪者だったの。;The girl with light blue hair overlaps. A face that seems unlikely. But that was the beginning of the mistake. That man was the bad guy.;;99
OPEN_END.MES;42;0x117A;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;43;0x11E0;N;わたしはもう・・・あなたと一緒にいることは出来ないの・・・たのしかった・・・さようなら・・・;I can't be with you anymore... It was fun... Goodbye...;;99
OPEN_END.MES;44;0x123C;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;45;0x12A2;N;ジョージに抱きつくミリア。ミリア：ジョージ・・・;Milia hugging George. Milia: George...;;99
OPEN_END.MES;46;0x12D2;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 C5 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 CD 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;47;0x1328;N;エンディング夕日にきらめく誘惑の泉のほとりにたたずむ二人の後ろ姿。;Ending view of two people standing by the banks of the spring of temptation sparkling in the setting sun.;;99
OPEN_END.MES;48;0x136A;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;49;0x13D0;N;ルピアとの回想シーンのコラージュ。;A collage of reminiscence scenes with Rupiah.;;99
OPEN_END.MES;50;0x13F2;Y;86 B1 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 B1 86 A3 86 A3 86 A3 86 A3 86 B5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 86 A5 81 40 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 BD 86 A5 86 A5 86 A5 86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD ;;;99
OPEN_END.MES;51;0x1458;N;ＴＨＥ　ＥＮＤ;The End;;99
OPEN_END.MES;52;0x1466;Y;86 B9 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 A3 86 BD;;;99
OPEN_END.MES;53;0x147C;Y;7D;File footer;;99
